,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_word,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
85,congruent,1.0,82.0,test,stroop,82,"89,71,82",634,green,green,,95313,stim,42.0,poldrack-single-stim,s513
86,incongruent,1.0,71.0,test,stroop,71,"89,71,82",685,blue,green,,97995,stim,43.0,poldrack-single-stim,s513
87,incongruent,1.0,89.0,test,stroop,89,"89,71,82",918,red,green,,99997,stim,44.0,poldrack-single-stim,s513
88,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1359,blue,green,,102136,stim,45.0,poldrack-single-stim,s513
89,congruent,1.0,82.0,test,stroop,82,"89,71,82",424,green,green,,105090,stim,46.0,poldrack-single-stim,s513
90,incongruent,1.0,71.0,test,stroop,71,"89,71,82",795,blue,red,,107092,stim,47.0,poldrack-single-stim,s513
91,incongruent,1.0,82.0,test,stroop,82,"89,71,82",963,green,blue,,109365,stim,48.0,poldrack-single-stim,s513
92,incongruent,1.0,89.0,test,stroop,89,"89,71,82",743,red,blue,,111367,stim,49.0,poldrack-single-stim,s513
93,congruent,1.0,71.0,test,stroop,71,"89,71,82",644,blue,blue,,113369,stim,50.0,poldrack-single-stim,s513
94,congruent,1.0,89.0,test,stroop,89,"89,71,82",573,red,red,,115372,stim,51.0,poldrack-single-stim,s513
95,incongruent,1.0,89.0,test,stroop,89,"89,71,82",807,red,blue,,117374,stim,52.0,poldrack-single-stim,s513
96,congruent,1.0,71.0,test,stroop,71,"89,71,82",352,blue,blue,,119511,stim,53.0,poldrack-single-stim,s513
97,congruent,1.0,71.0,test,stroop,71,"89,71,82",490,blue,blue,,121515,stim,54.0,poldrack-single-stim,s513
98,incongruent,1.0,89.0,test,stroop,89,"89,71,82",800,red,green,,123517,stim,55.0,poldrack-single-stim,s513
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",368,blue,blue,,125655,stim,56.0,poldrack-single-stim,s513
100,incongruent,0.0,82.0,test,stroop,89,"89,71,82",367,green,red,,127657,stim,57.0,poldrack-single-stim,s513
101,incongruent,1.0,89.0,test,stroop,89,"89,71,82",584,red,green,,129659,stim,58.0,poldrack-single-stim,s513
102,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1716,blue,green,,131797,stim,59.0,poldrack-single-stim,s513
103,congruent,1.0,71.0,test,stroop,71,"89,71,82",567,blue,blue,,133936,stim,60.0,poldrack-single-stim,s513
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",482,blue,blue,,136210,stim,61.0,poldrack-single-stim,s513
105,incongruent,1.0,82.0,test,stroop,82,"89,71,82",745,green,red,,138892,stim,62.0,poldrack-single-stim,s513
106,congruent,1.0,89.0,test,stroop,89,"89,71,82",678,red,red,,140894,stim,63.0,poldrack-single-stim,s513
107,congruent,1.0,82.0,test,stroop,82,"89,71,82",831,green,green,,142896,stim,64.0,poldrack-single-stim,s513
108,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1786,green,red,,145171,stim,65.0,poldrack-single-stim,s513
109,incongruent,1.0,71.0,test,stroop,71,"89,71,82",94,blue,green,,147172,stim,66.0,poldrack-single-stim,s513
110,congruent,1.0,82.0,test,stroop,82,"89,71,82",769,green,green,,149174,stim,67.0,poldrack-single-stim,s513
111,incongruent,1.0,71.0,test,stroop,71,"89,71,82",601,blue,red,,151176,stim,68.0,poldrack-single-stim,s513
112,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1044,green,red,,153178,stim,69.0,poldrack-single-stim,s513
113,incongruent,1.0,71.0,test,stroop,71,"89,71,82",755,blue,green,,155180,stim,70.0,poldrack-single-stim,s513
114,incongruent,1.0,71.0,test,stroop,71,"89,71,82",808,blue,red,,157182,stim,71.0,poldrack-single-stim,s513
115,congruent,1.0,82.0,test,stroop,82,"89,71,82",746,green,green,,159456,stim,72.0,poldrack-single-stim,s513
116,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1044,green,blue,,161458,stim,73.0,poldrack-single-stim,s513
117,congruent,1.0,82.0,test,stroop,82,"89,71,82",581,green,green,,163867,stim,74.0,poldrack-single-stim,s513
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",679,blue,blue,,165871,stim,75.0,poldrack-single-stim,s513
119,congruent,1.0,89.0,test,stroop,89,"89,71,82",776,red,red,,168009,stim,76.0,poldrack-single-stim,s513
120,congruent,1.0,89.0,test,stroop,89,"89,71,82",550,red,red,,170011,stim,77.0,poldrack-single-stim,s513
121,congruent,1.0,71.0,test,stroop,71,"89,71,82",723,blue,blue,,172013,stim,78.0,poldrack-single-stim,s513
122,incongruent,1.0,82.0,test,stroop,82,"89,71,82",681,green,blue,,174015,stim,79.0,poldrack-single-stim,s513
123,congruent,1.0,71.0,test,stroop,71,"89,71,82",861,blue,blue,,176289,stim,80.0,poldrack-single-stim,s513
124,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1027,green,blue,,178291,stim,81.0,poldrack-single-stim,s513
125,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1040,blue,green,,180565,stim,82.0,poldrack-single-stim,s513
126,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1033,red,green,,182839,stim,83.0,poldrack-single-stim,s513
127,incongruent,1.0,89.0,test,stroop,89,"89,71,82",590,red,green,,184842,stim,84.0,poldrack-single-stim,s513
128,congruent,1.0,82.0,test,stroop,82,"89,71,82",1321,green,green,,187524,stim,85.0,poldrack-single-stim,s513
129,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1229,blue,red,,189526,stim,86.0,poldrack-single-stim,s513
130,congruent,1.0,82.0,test,stroop,82,"89,71,82",718,green,green,,191799,stim,87.0,poldrack-single-stim,s513
131,congruent,1.0,89.0,test,stroop,89,"89,71,82",740,red,red,,193802,stim,88.0,poldrack-single-stim,s513
132,congruent,1.0,82.0,test,stroop,82,"89,71,82",781,green,green,,195805,stim,89.0,poldrack-single-stim,s513
133,incongruent,1.0,89.0,test,stroop,89,"89,71,82",620,red,green,,198080,stim,90.0,poldrack-single-stim,s513
134,congruent,1.0,71.0,test,stroop,71,"89,71,82",681,blue,blue,,200218,stim,91.0,poldrack-single-stim,s513
135,congruent,1.0,82.0,test,stroop,82,"89,71,82",694,green,green,,202764,stim,92.0,poldrack-single-stim,s513
136,incongruent,1.0,89.0,test,stroop,89,"89,71,82",630,red,blue,,205174,stim,93.0,poldrack-single-stim,s513
137,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1571,green,blue,,207176,stim,94.0,poldrack-single-stim,s513
138,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1579,green,red,,209178,stim,95.0,poldrack-single-stim,s513
5,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",858,red,blue,,-147802,stim,1.0,poldrack-categorize,s518
7,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",616,blue,red,,-145548,stim,2.0,poldrack-categorize,s518
9,congruent,1.0,71.0,practice,stroop,71,"89,71,82",800,blue,blue,,-143294,stim,3.0,poldrack-categorize,s518
11,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",969,blue,green,,-141040,stim,4.0,poldrack-categorize,s518
13,congruent,1.0,82.0,practice,stroop,82,"89,71,82",936,green,green,,-138785,stim,5.0,poldrack-categorize,s518
15,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",860,red,green,,-136531,stim,6.0,poldrack-categorize,s518
17,congruent,1.0,89.0,practice,stroop,89,"89,71,82",606,red,red,,-134276,stim,7.0,poldrack-categorize,s518
19,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",979,green,blue,,-132022,stim,8.0,poldrack-categorize,s518
21,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",1040,green,red,,-129768,stim,9.0,poldrack-categorize,s518
43,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1388,blue,green,,5506,stim,0.0,poldrack-single-stim,s518
44,congruent,1.0,71.0,test,stroop,71,"89,71,82",738,blue,blue,,8052,stim,1.0,poldrack-single-stim,s518
45,congruent,1.0,82.0,test,stroop,82,"89,71,82",830,green,green,,10189,stim,2.0,poldrack-single-stim,s518
46,congruent,1.0,82.0,test,stroop,82,"89,71,82",683,green,green,,12192,stim,3.0,poldrack-single-stim,s518
47,congruent,1.0,71.0,test,stroop,71,"89,71,82",620,blue,blue,,14193,stim,4.0,poldrack-single-stim,s518
48,congruent,1.0,71.0,test,stroop,71,"89,71,82",607,blue,blue,,16468,stim,5.0,poldrack-single-stim,s518
49,incongruent,1.0,89.0,test,stroop,89,"89,71,82",734,red,blue,,18471,stim,6.0,poldrack-single-stim,s518
50,congruent,1.0,71.0,test,stroop,71,"89,71,82",650,blue,blue,,20473,stim,7.0,poldrack-single-stim,s518
51,incongruent,1.0,71.0,test,stroop,71,"89,71,82",629,blue,green,,22611,stim,8.0,poldrack-single-stim,s518
52,incongruent,1.0,89.0,test,stroop,89,"89,71,82",604,red,green,,24613,stim,9.0,poldrack-single-stim,s518
53,incongruent,1.0,89.0,test,stroop,89,"89,71,82",592,red,green,,26887,stim,10.0,poldrack-single-stim,s518
54,congruent,1.0,71.0,test,stroop,71,"89,71,82",525,blue,blue,,29025,stim,11.0,poldrack-single-stim,s518
55,incongruent,0.0,71.0,test,stroop,89,"89,71,82",798,blue,red,,31434,stim,12.0,poldrack-single-stim,s518
56,congruent,1.0,89.0,test,stroop,89,"89,71,82",1464,red,red,,33436,stim,13.0,poldrack-single-stim,s518
57,congruent,1.0,89.0,test,stroop,89,"89,71,82",901,red,red,,35438,stim,14.0,poldrack-single-stim,s518
58,incongruent,1.0,71.0,test,stroop,71,"89,71,82",954,blue,green,,38256,stim,15.0,poldrack-single-stim,s518
59,incongruent,1.0,71.0,test,stroop,71,"89,71,82",570,blue,red,,40258,stim,16.0,poldrack-single-stim,s518
60,incongruent,1.0,82.0,test,stroop,82,"89,71,82",952,green,blue,,42260,stim,17.0,poldrack-single-stim,s518
61,congruent,1.0,89.0,test,stroop,89,"89,71,82",814,red,red,,44398,stim,18.0,poldrack-single-stim,s518
62,congruent,1.0,82.0,test,stroop,82,"89,71,82",731,green,green,,46400,stim,19.0,poldrack-single-stim,s518
63,incongruent,1.0,71.0,test,stroop,71,"89,71,82",684,blue,red,,48402,stim,20.0,poldrack-single-stim,s518
64,congruent,1.0,71.0,test,stroop,71,"89,71,82",567,blue,blue,,50404,stim,21.0,poldrack-single-stim,s518
65,incongruent,1.0,82.0,test,stroop,82,"89,71,82",944,green,red,,52406,stim,22.0,poldrack-single-stim,s518
66,congruent,1.0,82.0,test,stroop,82,"89,71,82",806,green,green,,54408,stim,23.0,poldrack-single-stim,s518
67,incongruent,1.0,82.0,test,stroop,82,"89,71,82",783,green,blue,,56410,stim,24.0,poldrack-single-stim,s518
68,congruent,1.0,89.0,test,stroop,89,"89,71,82",873,red,red,,58412,stim,25.0,poldrack-single-stim,s518
69,incongruent,1.0,71.0,test,stroop,71,"89,71,82",646,blue,green,,60686,stim,26.0,poldrack-single-stim,s518
70,incongruent,1.0,82.0,test,stroop,82,"89,71,82",669,green,blue,,62688,stim,27.0,poldrack-single-stim,s518
71,congruent,1.0,82.0,test,stroop,82,"89,71,82",897,green,green,,64825,stim,28.0,poldrack-single-stim,s518
72,congruent,1.0,82.0,test,stroop,82,"89,71,82",738,green,green,,66828,stim,29.0,poldrack-single-stim,s518
73,congruent,1.0,82.0,test,stroop,82,"89,71,82",679,green,green,,68966,stim,30.0,poldrack-single-stim,s518
74,congruent,1.0,82.0,test,stroop,82,"89,71,82",669,green,green,,70968,stim,31.0,poldrack-single-stim,s518
75,congruent,1.0,82.0,test,stroop,82,"89,71,82",685,green,green,,72970,stim,32.0,poldrack-single-stim,s518
76,incongruent,1.0,82.0,test,stroop,82,"89,71,82",996,green,red,,74972,stim,33.0,poldrack-single-stim,s518
77,incongruent,1.0,71.0,test,stroop,71,"89,71,82",972,blue,red,,77246,stim,34.0,poldrack-single-stim,s518
78,incongruent,1.0,71.0,test,stroop,71,"89,71,82",604,blue,red,,79249,stim,35.0,poldrack-single-stim,s518
79,incongruent,1.0,89.0,test,stroop,89,"89,71,82",962,red,green,,81387,stim,36.0,poldrack-single-stim,s518
80,congruent,1.0,89.0,test,stroop,89,"89,71,82",606,red,red,,83796,stim,37.0,poldrack-single-stim,s518
81,incongruent,1.0,82.0,test,stroop,82,"89,71,82",997,green,red,,86070,stim,38.0,poldrack-single-stim,s518
82,congruent,1.0,71.0,test,stroop,71,"89,71,82",531,blue,blue,,88752,stim,39.0,poldrack-single-stim,s518
83,congruent,1.0,82.0,test,stroop,82,"89,71,82",1408,green,green,,90754,stim,40.0,poldrack-single-stim,s518
84,congruent,1.0,89.0,test,stroop,89,"89,71,82",760,red,red,,93164,stim,41.0,poldrack-single-stim,s518
85,congruent,1.0,71.0,test,stroop,71,"89,71,82",520,blue,blue,,95303,stim,42.0,poldrack-single-stim,s518
86,incongruent,1.0,89.0,test,stroop,89,"89,71,82",720,red,green,,97984,stim,43.0,poldrack-single-stim,s518
87,incongruent,1.0,82.0,test,stroop,82,"89,71,82",973,green,blue,,99987,stim,44.0,poldrack-single-stim,s518
88,incongruent,1.0,82.0,test,stroop,82,"89,71,82",743,green,blue,,102124,stim,45.0,poldrack-single-stim,s518
89,congruent,1.0,71.0,test,stroop,71,"89,71,82",608,blue,blue,,105078,stim,46.0,poldrack-single-stim,s518
90,incongruent,1.0,71.0,test,stroop,71,"89,71,82",599,blue,red,,107080,stim,47.0,poldrack-single-stim,s518
91,incongruent,1.0,89.0,test,stroop,89,"89,71,82",927,red,blue,,109354,stim,48.0,poldrack-single-stim,s518
92,incongruent,1.0,89.0,test,stroop,89,"89,71,82",622,red,blue,,111356,stim,49.0,poldrack-single-stim,s518
93,congruent,1.0,89.0,test,stroop,89,"89,71,82",597,red,red,,113359,stim,50.0,poldrack-single-stim,s518
94,congruent,1.0,89.0,test,stroop,89,"89,71,82",553,red,red,,115360,stim,51.0,poldrack-single-stim,s518
95,incongruent,1.0,71.0,test,stroop,71,"89,71,82",551,blue,green,,117362,stim,52.0,poldrack-single-stim,s518
96,congruent,1.0,71.0,test,stroop,71,"89,71,82",635,blue,blue,,119500,stim,53.0,poldrack-single-stim,s518
97,congruent,1.0,82.0,test,stroop,82,"89,71,82",760,green,green,,121503,stim,54.0,poldrack-single-stim,s518
98,incongruent,1.0,89.0,test,stroop,89,"89,71,82",761,red,blue,,123505,stim,55.0,poldrack-single-stim,s518
99,congruent,1.0,82.0,test,stroop,82,"89,71,82",793,green,green,,125642,stim,56.0,poldrack-single-stim,s518
100,incongruent,1.0,71.0,test,stroop,71,"89,71,82",527,blue,green,,127644,stim,57.0,poldrack-single-stim,s518
101,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1053,green,red,,129646,stim,58.0,poldrack-single-stim,s518
102,incongruent,1.0,82.0,test,stroop,82,"89,71,82",735,green,red,,131784,stim,59.0,poldrack-single-stim,s518
103,congruent,1.0,89.0,test,stroop,89,"89,71,82",841,red,red,,133922,stim,60.0,poldrack-single-stim,s518
104,congruent,1.0,82.0,test,stroop,82,"89,71,82",1013,green,green,,136197,stim,61.0,poldrack-single-stim,s518
105,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1002,green,red,,138878,stim,62.0,poldrack-single-stim,s518
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",709,blue,blue,,140880,stim,63.0,poldrack-single-stim,s518
107,congruent,1.0,89.0,test,stroop,89,"89,71,82",810,red,red,,142882,stim,64.0,poldrack-single-stim,s518
108,incongruent,1.0,71.0,test,stroop,71,"89,71,82",769,blue,green,,145156,stim,65.0,poldrack-single-stim,s518
109,incongruent,1.0,89.0,test,stroop,89,"89,71,82",662,red,blue,,147157,stim,66.0,poldrack-single-stim,s518
110,congruent,1.0,89.0,test,stroop,89,"89,71,82",695,red,red,,149159,stim,67.0,poldrack-single-stim,s518
111,incongruent,1.0,89.0,test,stroop,89,"89,71,82",596,red,blue,,151161,stim,68.0,poldrack-single-stim,s518
112,incongruent,1.0,82.0,test,stroop,82,"89,71,82",703,green,blue,,153163,stim,69.0,poldrack-single-stim,s518
113,incongruent,1.0,89.0,test,stroop,89,"89,71,82",796,red,green,,155164,stim,70.0,poldrack-single-stim,s518
114,incongruent,1.0,89.0,test,stroop,89,"89,71,82",687,red,green,,157166,stim,71.0,poldrack-single-stim,s518
115,congruent,1.0,89.0,test,stroop,89,"89,71,82",616,red,red,,159440,stim,72.0,poldrack-single-stim,s518
116,incongruent,1.0,89.0,test,stroop,89,"89,71,82",542,red,green,,161441,stim,73.0,poldrack-single-stim,s518
117,congruent,1.0,82.0,test,stroop,82,"89,71,82",666,green,green,,163851,stim,74.0,poldrack-single-stim,s518
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",673,blue,blue,,165853,stim,75.0,poldrack-single-stim,s518
119,congruent,1.0,89.0,test,stroop,89,"89,71,82",882,red,red,,167991,stim,76.0,poldrack-single-stim,s518
120,congruent,1.0,71.0,test,stroop,71,"89,71,82",787,blue,blue,,169992,stim,77.0,poldrack-single-stim,s518
121,congruent,1.0,82.0,test,stroop,82,"89,71,82",682,green,green,,171994,stim,78.0,poldrack-single-stim,s518
122,incongruent,1.0,89.0,test,stroop,89,"89,71,82",785,red,blue,,173996,stim,79.0,poldrack-single-stim,s518
123,congruent,1.0,89.0,test,stroop,89,"89,71,82",678,red,red,,176270,stim,80.0,poldrack-single-stim,s518
124,incongruent,1.0,71.0,test,stroop,71,"89,71,82",774,blue,green,,178272,stim,81.0,poldrack-single-stim,s518
125,incongruent,1.0,82.0,test,stroop,82,"89,71,82",787,green,red,,180546,stim,82.0,poldrack-single-stim,s518
126,incongruent,1.0,82.0,test,stroop,82,"89,71,82",760,green,blue,,182820,stim,83.0,poldrack-single-stim,s518
127,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1161,blue,red,,184822,stim,84.0,poldrack-single-stim,s518
128,congruent,1.0,89.0,test,stroop,89,"89,71,82",640,red,red,,187504,stim,85.0,poldrack-single-stim,s518
129,incongruent,1.0,89.0,test,stroop,89,"89,71,82",802,red,blue,,189506,stim,86.0,poldrack-single-stim,s518
130,congruent,1.0,71.0,test,stroop,71,"89,71,82",940,blue,blue,,191779,stim,87.0,poldrack-single-stim,s518
131,congruent,1.0,89.0,test,stroop,89,"89,71,82",758,red,red,,193782,stim,88.0,poldrack-single-stim,s518
132,congruent,1.0,71.0,test,stroop,71,"89,71,82",553,blue,blue,,195785,stim,89.0,poldrack-single-stim,s518
133,incongruent,1.0,71.0,test,stroop,71,"89,71,82",582,blue,red,,198058,stim,90.0,poldrack-single-stim,s518
134,congruent,1.0,82.0,test,stroop,82,"89,71,82",809,green,green,,200196,stim,91.0,poldrack-single-stim,s518
135,congruent,1.0,71.0,test,stroop,71,"89,71,82",650,blue,blue,,202741,stim,92.0,poldrack-single-stim,s518
136,incongruent,1.0,82.0,test,stroop,82,"89,71,82",804,green,red,,205151,stim,93.0,poldrack-single-stim,s518
137,incongruent,1.0,82.0,test,stroop,82,"89,71,82",723,green,blue,,207153,stim,94.0,poldrack-single-stim,s518
138,incongruent,1.0,89.0,test,stroop,89,"89,71,82",894,red,green,,209155,stim,95.0,poldrack-single-stim,s518
5,congruent,1.0,82.0,practice,stroop,82,"89,71,82",1396,green,green,,-54385,stim,1.0,poldrack-categorize,s519
7,congruent,1.0,89.0,practice,stroop,89,"89,71,82",801,red,red,,-52130,stim,2.0,poldrack-categorize,s519
9,congruent,1.0,71.0,practice,stroop,71,"89,71,82",773,blue,blue,,-49877,stim,3.0,poldrack-categorize,s519
11,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",748,green,blue,,-47622,stim,4.0,poldrack-categorize,s519
13,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",626,green,red,,-45370,stim,5.0,poldrack-categorize,s519
15,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",1051,blue,red,,-43117,stim,6.0,poldrack-categorize,s519
17,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",565,red,green,,-40863,stim,7.0,poldrack-categorize,s519
19,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",592,red,blue,,-38610,stim,8.0,poldrack-categorize,s519
21,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",467,blue,green,,-36356,stim,9.0,poldrack-categorize,s519
43,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1107,green,blue,,5505,stim,0.0,poldrack-single-stim,s519
44,congruent,1.0,71.0,test,stroop,71,"89,71,82",795,blue,blue,,8051,stim,1.0,poldrack-single-stim,s519
45,congruent,1.0,82.0,test,stroop,82,"89,71,82",721,green,green,,10189,stim,2.0,poldrack-single-stim,s519
46,congruent,1.0,82.0,test,stroop,82,"89,71,82",584,green,green,,12190,stim,3.0,poldrack-single-stim,s519
47,congruent,1.0,82.0,test,stroop,82,"89,71,82",561,green,green,,14191,stim,4.0,poldrack-single-stim,s519
48,congruent,1.0,89.0,test,stroop,89,"89,71,82",545,red,red,,16465,stim,5.0,poldrack-single-stim,s519
49,incongruent,0.0,82.0,test,stroop,89,"89,71,82",469,green,red,,18466,stim,6.0,poldrack-single-stim,s519
50,congruent,1.0,89.0,test,stroop,89,"89,71,82",684,red,red,,20468,stim,7.0,poldrack-single-stim,s519
51,incongruent,1.0,89.0,test,stroop,89,"89,71,82",565,red,blue,,22605,stim,8.0,poldrack-single-stim,s519
52,incongruent,1.0,82.0,test,stroop,82,"89,71,82",675,green,blue,,24606,stim,9.0,poldrack-single-stim,s519
53,incongruent,1.0,89.0,test,stroop,89,"89,71,82",656,red,blue,,26881,stim,10.0,poldrack-single-stim,s519
54,congruent,1.0,71.0,test,stroop,71,"89,71,82",763,blue,blue,,29018,stim,11.0,poldrack-single-stim,s519
55,incongruent,1.0,89.0,test,stroop,89,"89,71,82",501,red,green,,31428,stim,12.0,poldrack-single-stim,s519
56,congruent,1.0,82.0,test,stroop,82,"89,71,82",728,green,green,,33429,stim,13.0,poldrack-single-stim,s519
57,congruent,1.0,82.0,test,stroop,82,"89,71,82",572,green,green,,35431,stim,14.0,poldrack-single-stim,s519
58,incongruent,1.0,71.0,test,stroop,71,"89,71,82",781,blue,red,,38248,stim,15.0,poldrack-single-stim,s519
59,incongruent,1.0,82.0,test,stroop,82,"89,71,82",782,green,red,,40249,stim,16.0,poldrack-single-stim,s519
60,incongruent,1.0,71.0,test,stroop,71,"89,71,82",889,blue,red,,42251,stim,17.0,poldrack-single-stim,s519
61,congruent,1.0,89.0,test,stroop,89,"89,71,82",457,red,red,,44388,stim,18.0,poldrack-single-stim,s519
62,congruent,1.0,71.0,test,stroop,71,"89,71,82",689,blue,blue,,46389,stim,19.0,poldrack-single-stim,s519
63,incongruent,1.0,71.0,test,stroop,71,"89,71,82",635,blue,green,,48391,stim,20.0,poldrack-single-stim,s519
64,congruent,1.0,89.0,test,stroop,89,"89,71,82",455,red,red,,50392,stim,21.0,poldrack-single-stim,s519
65,incongruent,1.0,89.0,test,stroop,89,"89,71,82",517,red,blue,,52393,stim,22.0,poldrack-single-stim,s519
66,congruent,1.0,89.0,test,stroop,89,"89,71,82",428,red,red,,54394,stim,23.0,poldrack-single-stim,s519
67,incongruent,1.0,89.0,test,stroop,89,"89,71,82",408,red,green,,56395,stim,24.0,poldrack-single-stim,s519
68,congruent,1.0,89.0,test,stroop,89,"89,71,82",413,red,red,,58397,stim,25.0,poldrack-single-stim,s519
69,incongruent,1.0,71.0,test,stroop,71,"89,71,82",778,blue,green,,60670,stim,26.0,poldrack-single-stim,s519
70,incongruent,1.0,89.0,test,stroop,89,"89,71,82",784,red,blue,,62671,stim,27.0,poldrack-single-stim,s519
71,congruent,1.0,82.0,test,stroop,82,"89,71,82",743,green,green,,64808,stim,28.0,poldrack-single-stim,s519
72,congruent,1.0,89.0,test,stroop,89,"89,71,82",863,red,red,,66810,stim,29.0,poldrack-single-stim,s519
73,congruent,1.0,82.0,test,stroop,82,"89,71,82",852,green,green,,68947,stim,30.0,poldrack-single-stim,s519
74,congruent,1.0,82.0,test,stroop,82,"89,71,82",657,green,green,,70949,stim,31.0,poldrack-single-stim,s519
75,congruent,1.0,71.0,test,stroop,71,"89,71,82",629,blue,blue,,72950,stim,32.0,poldrack-single-stim,s519
76,incongruent,1.0,71.0,test,stroop,71,"89,71,82",681,blue,green,,74952,stim,33.0,poldrack-single-stim,s519
77,incongruent,1.0,89.0,test,stroop,89,"89,71,82",779,red,green,,77226,stim,34.0,poldrack-single-stim,s519
78,incongruent,1.0,89.0,test,stroop,89,"89,71,82",462,red,green,,79228,stim,35.0,poldrack-single-stim,s519
79,incongruent,1.0,82.0,test,stroop,82,"89,71,82",917,green,red,,81366,stim,36.0,poldrack-single-stim,s519
80,congruent,1.0,82.0,test,stroop,82,"89,71,82",558,green,green,,83775,stim,37.0,poldrack-single-stim,s519
81,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1079,blue,red,,86049,stim,38.0,poldrack-single-stim,s519
82,congruent,1.0,89.0,test,stroop,89,"89,71,82",465,red,red,,88730,stim,39.0,poldrack-single-stim,s519
83,congruent,1.0,89.0,test,stroop,89,"89,71,82",543,red,red,,90731,stim,40.0,poldrack-single-stim,s519
84,congruent,1.0,82.0,test,stroop,82,"89,71,82",875,green,green,,93141,stim,41.0,poldrack-single-stim,s519
85,congruent,1.0,89.0,test,stroop,89,"89,71,82",551,red,red,,95278,stim,42.0,poldrack-single-stim,s519
86,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1085,green,blue,,97960,stim,43.0,poldrack-single-stim,s519
87,incongruent,1.0,71.0,test,stroop,71,"89,71,82",490,blue,green,,99962,stim,44.0,poldrack-single-stim,s519
88,incongruent,1.0,71.0,test,stroop,71,"89,71,82",662,blue,green,,102099,stim,45.0,poldrack-single-stim,s519
89,congruent,1.0,89.0,test,stroop,89,"89,71,82",529,red,red,,105052,stim,46.0,poldrack-single-stim,s519
90,incongruent,1.0,71.0,test,stroop,71,"89,71,82",697,blue,red,,107054,stim,47.0,poldrack-single-stim,s519
91,incongruent,1.0,89.0,test,stroop,89,"89,71,82",977,red,green,,109328,stim,48.0,poldrack-single-stim,s519
92,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1019,blue,red,,111329,stim,49.0,poldrack-single-stim,s519
93,congruent,1.0,82.0,test,stroop,82,"89,71,82",658,green,green,,113330,stim,50.0,poldrack-single-stim,s519
94,congruent,1.0,82.0,test,stroop,82,"89,71,82",553,green,green,,115332,stim,51.0,poldrack-single-stim,s519
95,incongruent,1.0,82.0,test,stroop,82,"89,71,82",492,green,red,,117333,stim,52.0,poldrack-single-stim,s519
96,congruent,1.0,71.0,test,stroop,71,"89,71,82",649,blue,blue,,119470,stim,53.0,poldrack-single-stim,s519
97,congruent,1.0,82.0,test,stroop,82,"89,71,82",757,green,green,,121473,stim,54.0,poldrack-single-stim,s519
98,incongruent,1.0,82.0,test,stroop,82,"89,71,82",588,green,blue,,123474,stim,55.0,poldrack-single-stim,s519
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",707,blue,blue,,125612,stim,56.0,poldrack-single-stim,s519
100,incongruent,1.0,82.0,test,stroop,82,"89,71,82",859,green,blue,,127613,stim,57.0,poldrack-single-stim,s519
101,incongruent,1.0,71.0,test,stroop,71,"89,71,82",975,blue,green,,129614,stim,58.0,poldrack-single-stim,s519
102,incongruent,1.0,71.0,test,stroop,71,"89,71,82",539,blue,red,,131752,stim,59.0,poldrack-single-stim,s519
103,congruent,1.0,71.0,test,stroop,71,"89,71,82",617,blue,blue,,133889,stim,60.0,poldrack-single-stim,s519
104,congruent,1.0,89.0,test,stroop,89,"89,71,82",443,red,red,,136163,stim,61.0,poldrack-single-stim,s519
